,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jar,knife,ladder,lamp,milk,mitten,motorcycle,muffin,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slipper,soup,spoon,table,tape,toe,towel,toy,tray,vacuum,watch,window
pumpkin,0.89143604,0.24398601,0.81525195,0.88979053,0.9820332,1.2000982,1.2249153,1.2523514,1.1894605,1.2487067,1.0961701,0.90405905,1.1633601,0.88310564,1.0708777,1.0545301,0.89971703,1.1744015,1.0071924,1.003988,0.8264771,1.028677,1.1065763,1.0097662,0.9464984,1.1759251,0.85599256,1.2043433,1.2706473,1.0987817,1.0944928,1.207212,1.0361838,1.0231831,0.9087597,0.8781166,1.1604335,1.0946004,0.74693483,0.8940307,0.83117944,1.228748,0.96151745,0.87398416,0.8652902,1.0687332,0.79040736,1.2199093,0.87048334,1.175994,0.9767728,0.9630802,1.0360311,1.1778092,1.0292702,0.96669734,1.2396054,1.0246563,0.7946318,1.1544721,0.89778656,0.918896,0.9146155,0.88468343,0.63765967,0.96681887,1.1515511,1.1328489,1.0717173,0.96386003,1.197568,1.0301113,0.9303581,1.0147372,1.0021514,0.0,0.886195,1.0805116,0.994812,0.9936321,1.1450307,1.0229243,1.0561384,1.1349766,1.0097933,0.9966601,0.9164565,1.1243491,0.909866,1.0024651,1.0825446,0.84082365,1.0236307,1.1526927,1.0798854,1.2158921
purse,1.0073222,0.92806846,0.59446335,0.75562334,1.0284629,0.92792165,1.1545908,1.0346487,1.1966231,1.0447401,0.8598422,0.99459136,0.956343,0.91688,1.1119723,1.167554,1.0622246,0.99443823,1.130634,1.0346861,0.88153166,0.91962194,1.0402721,1.0008279,0.8148247,0.9913041,0.98686665,0.93546045,1.041775,1.0722318,1.1256396,1.0374525,1.0569158,0.8913609,0.9160671,1.038002,1.1263468,1.0170546,1.1037683,1.0348809,1.1441096,1.134522,0.87291753,0.91663265,0.9719081,1.0281869,0.6856021,0.9896434,0.8101229,0.9821325,1.0083078,1.0541022,1.1079181,0.83031964,0.9804597,1.0815182,1.095804,1.148283,0.9234817,0.98862183,0.9976202,1.1712711,1.0974103,0.8492765,1.1100006,0.9153795,0.9423388,1.188849,1.1366025,1.1085999,1.0943387,1.044404,0.9146658,0.92855054,0.95377004,0.886195,0.0,1.0593551,0.8388469,0.86792505,1.0723836,1.0145632,0.96997,1.2122817,1.0518926,1.0328225,0.9968345,1.0511268,1.0040663,1.1483587,0.9356795,0.82426584,1.1235164,0.9427625,1.1743001,1.1590466
refrigerator,1.1149273,1.1544732,1.0568374,1.0950031,1.1335536,0.67617464,1.048232,0.998383,1.0754429,1.0329669,1.0331066,1.0185134,1.0114863,0.7602732,1.0731469,0.77304745,0.91162205,0.8659515,0.9867085,1.0311725,0.74480784,1.0896567,0.90199244,0.86892915,1.0706992,0.69451827,1.0031039,0.8122314,1.0138149,1.0394176,1.0974587,0.6658683,0.80005056,1.0244206,1.0386012,1.0056742,0.73295164,1.1588441,1.1835809,1.0663265,1.2950072,1.2964509,1.068391,0.8565691,1.0905212,1.06661,0.97759,1.0686396,1.0768522,1.047937,1.142778,1.0073434,0.8869276,1.1123562,0.8521972,1.1752166,0.76114553,1.0043103,0.66258425,1.0983719,0.8153585,0.8225959,1.0971513,1.0900704,1.089646,0.5274657,1.1559097,1.1860223,0.9897486,1.0951201,1.2220325,1.081953,0.87961304,1.1051657,0.8642274,1.0805116,1.0593551,0.0,1.0160123,1.1363915,1.0431893,0.9511173,1.1440923,0.9497628,1.3898094,1.244649,1.0506625,1.0169059,1.2798836,1.2549224,1.1456904,1.0038875,1.1468713,0.72274643,1.220026,0.7632649
rooster,1.0358602,0.8615882,0.9623616,0.92639416,0.7921475,1.1428525,1.190668,1.2286453,0.84122425,0.86550826,1.1369743,0.77984285,1.1500585,0.8858454,1.2617593,1.0371062,0.9853086,1.2999314,1.1669449,0.85978913,1.1890693,0.64482164,0.9807432,1.0926075,0.21599674,0.8421994,0.9053824,1.092822,1.0454316,1.1870286,0.8186201,1.1605504,1.1134617,1.2856236,0.99128395,1.2726598,0.81079865,1.0843481,0.8733003,1.1446373,0.94797546,0.9421892,0.5671336,1.2168568,1.1568459,1.2781956,1.0042288,0.75555825,0.80344176,1.0818541,1.1492128,0.87390524,0.7433657,1.0349742,1.206242,0.9905887,1.1526325,1.0870607,1.1172959,1.0575292,1.1758718,1.0434439,1.0101974,0.8480135,0.8498728,0.93036574,0.9616719,0.92598796,0.8614994,0.89508003,0.8625254,1.1790272,0.8238803,1.0965579,0.5271705,0.994812,0.8388469,1.0160123,0.0,0.7386201,1.1827642,0.8117507,1.0499012,0.8980485,0.8105689,0.80556506,1.1441219,1.2652231,0.97765106,0.80735505,1.0937771,1.2245946,1.1790515,0.79918724,0.90890056,1.0090785
scissors,0.8531699,0.7027732,1.1072102,1.0334561,0.33644766,1.1881137,1.3482468,1.3231238,0.6310542,1.0616186,1.1414837,0.7097376,1.2959316,0.7451375,1.2823071,0.9771224,0.768459,1.3839504,1.296815,0.7998889,1.3186538,0.5977049,0.8324652,0.95952874,0.92115635,0.88936126,0.8758792,1.2342848,1.3164458,1.3083935,0.6430946,1.2809842,1.0216311,1.3108381,1.0971565,1.0955875,1.005392,0.8806019,0.6429716,1.1856909,0.84049,0.88864726,1.0330201,1.1216072,0.94140357,1.3275938,0.78990537,0.767473,0.8609487,1.2080613,1.1254934,0.618466,0.5956206,1.1460536,1.2823079,0.5393158,1.2030383,1.1640546,1.2515752,1.2105526,1.0598283,1.1075389,0.95740503,0.9002105,0.59569895,1.0855008,1.1146251,0.74486256,0.6101579,0.64458066,0.93561417,1.1144016,1.1453016,0.9441422,0.77487385,0.9936321,0.86792505,1.1363915,0.7386201,0.0,1.2658513,0.68050325,0.85911727,0.92817223,0.68413496,0.7155121,0.9062997,1.3363066,0.59884965,0.8367323,1.0779197,1.0561297,1.3011426,0.68404603,0.7616794,1.2788473
shirt,1.1323045,1.270404,0.9860229,0.95740163,1.2692597,0.9231472,0.37367058,0.590071,1.238563,0.9245227,0.640312,1.2442262,0.70184803,1.2746851,0.8009413,1.1953359,1.2657658,0.78981376,0.94884163,1.1831206,1.0914798,1.1999435,1.3048701,1.1452239,1.1159655,1.1401347,1.1393135,0.64560395,0.62080085,0.8595787,1.2911034,0.79164004,1.2497398,0.8952539,1.0237697,1.0934575,1.1718003,1.062086,1.3190062,1.0346551,1.0397466,0.85626996,0.9636831,0.91870654,1.1656717,0.7780305,1.1599952,0.98143953,0.9666897,0.652328,0.72448623,1.3224609,1.3104407,0.8078987,0.96338457,1.2643209,0.8029432,0.95718014,1.0619917,0.8718098,1.0571022,1.1180131,1.1454694,1.0683362,1.3239212,1.1664454,0.6565913,1.1818155,1.2656151,1.1868811,0.9341029,1.0027654,0.91836107,1.1369946,1.253133,1.1450307,1.0723836,1.0431893,1.1827642,1.2658513,0.0,1.1363015,0.9254389,1.1905167,1.0202918,1.1302663,1.0777868,0.7013227,1.2724307,1.0535966,0.80476505,1.1209651,0.8810515,1.2496974,1.1116058,0.9210561
shoe,0.9496582,0.83232486,1.0034097,1.0709292,0.7868451,1.0832715,1.1613594,1.1371431,0.8586706,1.1687847,1.0510993,0.8929195,1.1172261,0.7786452,1.2247074,0.9187823,0.9865467,1.2900352,1.2346536,0.8515571,1.1170018,0.7845664,0.892105,1.0601741,0.9220138,0.9334029,0.891189,1.1199791,1.1321329,1.1725125,0.94789326,1.0666399,0.9515039,1.2594187,0.95056456,0.9598988,0.965166,0.9798291,0.7406192,0.9375668,1.0545392,1.0023097,0.98471045,1.1825086,1.1011472,1.1616001,0.84247386,0.8622414,0.9475123,0.998632,1.1794335,0.721107,0.7291155,1.2015665,1.1768225,0.9631628,1.1469022,1.1158152,1.0468822,0.9785203,0.9932258,0.9621222,1.0597763,1.0205228,0.7392673,1.0679115,1.0156305,0.937855,0.87528086,0.97181225,1.0716454,1.1134472,1.0105278,1.2090577,0.6954479,1.0229243,1.0145632,0.9511173,0.8117507,0.68050325,1.1363015,0.0,1.0765073,1.0264171,0.9893573,0.9408147,1.0935835,1.1385815,0.9962639,1.050748,1.129421,0.95253706,1.1203115,0.82497805,0.99567705,1.0099331
shovel,0.9421493,1.1420565,1.1378121,1.1294255,1.055862,0.94738996,0.9395327,0.8847699,1.0602627,0.94238067,0.891757,1.0242659,1.004696,1.1312027,1.0492709,1.3485063,0.9969339,0.7613287,0.65131986,1.0566263,1.0149095,0.9309062,1.169618,1.1403873,0.93184876,1.2009472,1.0505935,0.95232135,0.97182196,0.73032904,1.2345085,0.9943374,1.1385992,1.104836,1.0720989,1.1325946,1.1438864,0.9485098,1.3135006,1.2091817,1.0861055,0.91062737,0.9137629,0.85451216,1.0556701,1.0872091,1.1315267,1.1583811,1.0048264,0.96141046,0.91953224,1.3116677,1.2640163,0.9284977,0.7606055,0.38792288,0.8916863,1.067329,1.1612928,0.86146533,1.0702412,0.8507309,0.95033234,0.92489433,1.2843223,1.15532,0.87735987,1.0465609,1.2060088,1.1339743,0.94114435,0.89181757,0.9954897,1.0212227,1.0676719,1.0561384,0.96997,1.1440923,1.0499012,0.85911727,0.9254389,1.0765073,0.0,1.2755983,0.96483254,0.57874835,0.24941796,0.98500365,0.9762757,1.1386847,0.83423024,1.1692107,1.1088454,1.1654865,1.1676584,1.0500665
sink,1.0460644,0.9232492,1.2396767,1.1191341,0.7000263,1.0534127,1.0801182,1.2022884,0.3985545,0.73644143,1.3897572,0.844131,1.1909077,0.9180458,1.0109205,0.3620755,0.56615746,1.2488925,1.2006679,0.967625,1.1557636,0.9346963,0.5845763,0.9234885,1.0523287,0.6041091,0.97638136,1.163478,1.1506345,1.2824342,0.3675149,1.1238636,0.6453292,1.2005887,1.2761734,1.1648217,0.60212195,0.99017364,0.65541494,1.0733292,0.96854264,0.85327315,1.252989,1.1392231,1.0990776,1.1372224,1.0967808,0.7484033,1.1924831,1.2053988,1.2302986,0.63681257,0.58387786,1.2252759,1.2290848,0.9249461,1.1534712,0.97697663,1.0886929,1.2968065,1.07644,1.0735595,1.0790538,1.0728657,0.7333401,0.7730123,1.2755035,0.52632177,0.40572125,0.61759686,0.9591112,1.1114525,1.1671559,0.83037144,0.9287029,1.1349766,1.2122817,0.9497628,0.8980485,0.92817223,1.1905167,1.0264171,1.2755983,0.0,0.9532127,1.017149,1.0847348,1.1754974,0.86819345,0.86719644,1.2919197,1.1969849,1.1153246,0.74365723,0.5742461,0.98309976
slipper,1.0761172,0.87660676,1.1560588,0.9956159,0.6487307,1.2831109,1.07429,1.1345564,0.70094454,0.83543384,1.1251283,0.86706793,1.1808009,1.2422836,1.1732707,1.1429898,1.1539702,1.3027827,1.1756239,0.71725625,1.3887343,0.9132776,0.9075891,1.2636341,0.8930253,0.93251973,0.9026215,1.0479093,1.0268192,1.0797567,0.72262585,1.2933605,1.221898,1.329111,1.2360743,1.2265582,0.98525345,0.5692744,0.71643674,1.0390323,0.44147837,0.540599,0.88006735,1.1995331,1.2097929,1.2426577,0.96495605,0.7050477,0.82757753,1.0106826,0.80079097,0.7600583,0.8458433,0.9950664,1.370357,0.6917992,1.1290755,1.0196607,1.3720231,1.1144372,1.3990827,1.3231616,0.9391509,0.8080822,0.7040907,1.2200317,0.7956252,0.753001,0.8367533,0.6639112,0.4800064,0.99545753,1.2531571,1.0775278,0.96504694,1.0097933,1.0518926,1.3898094,0.8105689,0.68413496,1.0202918,0.9893573,0.96483254,0.9532127,0.0,0.5917825,1.0941006,1.3560172,0.5937111,0.2806419,0.8961998,1.2717891,1.097591,0.8801666,0.43909478,1.1684644
soup,1.0616949,0.8851235,1.1823875,1.0544192,0.72126216,1.1290406,1.1463809,1.1465068,0.7842374,0.80392915,1.090604,0.86902887,1.2663562,1.1331446,1.1801033,1.2562425,0.9889156,1.0437219,0.9193985,0.8722384,1.255417,0.8236892,0.9149933,1.1645732,0.8448199,1.0288391,0.86080575,1.081411,1.0917876,0.91693705,0.9123269,1.2481071,1.1131835,1.3067166,1.1442852,1.2025516,0.89185846,0.7512287,0.9031377,1.0818003,0.7683277,0.8176136,0.8403123,1.1743326,1.1622592,1.1733084,1.1318674,0.9314173,0.9603556,1.0768802,0.9808693,0.9733011,0.9972513,1.097392,1.0836276,0.46499544,1.0366333,1.0367581,1.3398912,1.0019403,1.2866497,0.9704611,0.99524635,0.7389573,0.8638581,1.0704882,0.9388904,0.89446837,1.0074964,0.87339365,0.70019484,1.059421,1.154094,0.9879216,0.955864,0.9966601,1.0328225,1.244649,0.80556506,0.7155121,1.1302663,0.9408147,0.57874835,1.017149,0.5917825,0.0,0.74351865,1.2095103,0.6744225,0.67028254,1.0230652,1.2581913,1.1423836,0.9710423,0.81548125,1.1307328
spoon,0.967208,0.97991544,1.1650264,1.1626409,0.97620845,1.0104249,1.1280444,1.1641425,1.0629443,1.1712201,1.0711293,0.9714798,1.1638705,0.9764267,1.084234,1.0736485,0.6400131,0.90626264,0.60856503,1.0326039,0.80031806,0.9978486,0.9803125,1.0163229,1.1005714,1.224903,0.964824,1.2038848,1.2721856,0.79984343,1.0870233,1.1236328,0.8240037,1.0065973,1.0712366,1.0091362,1.1647439,1.0753413,1.1247978,1.076947,1.0563254,1.0774423,1.0995033,0.69307286,0.97126293,1.1293842,1.0140603,1.1964872,1.1181521,1.1095687,0.98876613,1.11158,1.0814283,1.1060498,0.6296577,0.36173272,1.1283631,0.97994983,0.99269366,1.0666438,0.9831976,0.78269035,0.8908448,0.9897577,1.0798073,1.072027,1.1101795,1.0145438,1.0256888,1.0295204,1.1642376,0.97616166,1.0758749,0.873207,1.051324,0.9164565,0.9968345,1.0506625,1.1441219,0.9062997,1.0777868,1.0935835,0.24941796,1.0847348,1.0941006,0.74351865,0.0,1.026043,0.8624662,1.1399302,1.0260364,1.08349,1.1225336,1.1194277,1.0962267,1.1048224
table,1.115037,1.2670397,0.93961984,1.0235878,1.4140694,0.8126708,0.66528475,0.5871111,1.3491802,0.92409503,0.86006343,1.2895031,0.68120086,1.1861818,0.27539432,1.1591296,1.1443493,0.457762,0.84946245,1.2411044,0.9320197,1.1894618,1.3016824,0.9501196,1.1249095,1.2175887,1.2972184,0.795392,0.6612624,0.9036666,1.4103906,0.7641605,1.0921332,0.66726756,0.8453773,0.8502002,1.3233126,1.1190974,1.3773439,0.966437,1.2746558,1.0869421,1.1897378,0.9737355,0.90093565,0.45107853,1.1179533,1.2636055,1.1527338,0.8023607,0.7789071,1.3940134,1.38428,0.6902971,0.785779,1.3196075,0.7778747,1.0010616,0.9832524,0.97665006,0.8572452,0.8107877,1.1253601,1.2859613,1.4194798,1.0742415,0.90518385,1.2288336,1.3695652,1.4222034,1.152737,1.0399826,0.967345,1.0759425,1.2995253,1.1243491,1.0511268,1.0169059,1.2652231,1.3363066,0.7013227,1.1385815,0.98500365,1.1754974,1.3560172,1.2095103,1.026043,0.0,1.2815738,1.3474311,0.92799234,0.8297977,0.58080906,1.3188839,1.3230469,0.95781785
tape,1.0025088,0.83569336,1.1908684,1.1202145,0.65006703,1.2484422,1.1942923,1.2958574,0.6573631,0.9814952,1.2649093,0.83843094,1.3167061,1.0003887,1.2010553,1.0165511,0.61046106,1.2829734,1.1109246,0.8375082,1.0850456,0.8722874,0.6485099,1.0841341,1.057548,0.9334674,0.64429575,1.3517108,1.3432462,1.135395,0.7068077,1.34351,0.871043,1.1078846,1.1750698,1.1049652,0.97801435,0.87983596,0.7139964,1.0362844,0.60803485,0.9829422,1.2105553,1.0658861,0.9863481,1.2403367,0.79751956,0.95477796,1.0299551,1.2952671,1.0333852,0.6895651,0.8093922,1.0816672,1.2074405,0.5379635,1.2431854,0.83097446,1.0933145,1.270455,1.1421009,1.030496,0.7602041,0.7739215,0.6992094,1.0595605,1.1961117,0.6377698,0.7880212,0.71781385,0.8009577,0.9920872,1.3065863,0.66409445,0.978859,0.909866,1.0040663,1.2798836,0.97765106,0.59884965,1.2724307,0.9962639,0.9762757,0.86819345,0.5937111,0.6744225,0.8624662,1.2815738,0.0,0.6931953,1.0692295,1.1288971,1.146601,0.96239555,0.6478045,1.1770587
toe,1.1324948,0.93364614,1.2534268,1.0129185,0.71346486,1.2018363,1.0834525,1.202865,0.6913431,0.88669276,1.1327318,0.9568547,1.1805043,1.2295289,1.1907256,1.0334678,1.1228619,1.2727817,1.1319969,0.6863922,1.3370302,1.0785398,0.84169734,1.1668315,0.86903334,0.92852706,0.90768087,1.1050016,1.0706708,1.0067985,0.6699918,1.1957643,1.0974652,1.2581252,1.2629526,1.2483407,0.76080835,0.6928071,0.76074547,1.0415772,0.29868698,0.6382984,0.74998003,1.1774361,1.2605674,1.2407529,1.086319,0.86561114,0.8776466,1.0419009,0.76438785,0.85187507,0.7718356,1.0349196,1.2290878,0.7609973,1.1317931,0.9860569,1.3510485,1.0914302,1.4138186,1.1646532,0.9875388,0.8104464,0.68180686,1.1277195,0.92843276,0.8472433,0.79393995,0.5954658,0.5092628,1.0079108,1.105832,1.0146315,0.97272456,1.0024651,1.1483587,1.2549224,0.80735505,0.8367323,1.0535966,1.050748,1.1386847,0.86719644,0.2806419,0.67028254,1.1399302,1.3474311,0.6931953,0.0,1.0199066,1.346039,1.1241417,0.8721913,0.41813725,1.0305521
towel,0.9099309,1.2589343,0.9771645,0.9825689,1.2365963,0.9308006,0.8811414,0.7495179,1.1726903,0.84791803,0.62116474,1.0762811,0.4928459,1.2757872,1.0138819,1.3460972,1.2732761,0.8882134,0.9949205,1.1065233,1.093118,1.0879915,1.2987471,1.159744,0.9397081,1.1599154,1.2247865,0.74835944,0.7652359,0.82689685,1.3176985,0.83717227,1.2994752,0.99650824,0.95071226,1.1388183,1.2475653,1.0342729,1.3535643,1.1061639,0.9715551,0.8069974,0.86155677,0.9524429,1.1150408,0.9419471,0.95524275,1.0716432,0.90965915,0.9554371,0.71735847,1.3552408,1.325719,0.8437183,1.0077659,1.0754448,0.8760499,1.0249761,1.076384,0.7376749,1.1222703,1.0385588,0.55965304,0.9664069,1.331002,1.1962721,0.7791279,1.0166024,1.3448826,1.2403289,0.64859056,0.5004279,0.97622824,1.0557226,1.0766282,1.0825446,0.9356795,1.1456904,1.0937771,1.0779197,0.80476505,1.129421,0.83423024,1.2919197,0.8961998,1.0230652,1.0260364,0.92799234,1.0692295,1.0199066,0.0,1.116031,1.0261297,1.3308645,1.1958518,0.94869095
toy,0.92428774,0.8576702,0.5421097,0.7838623,1.1056747,1.0957887,1.2345766,1.1599728,1.2947093,1.324948,1.0485011,1.0300033,1.07744,0.73843086,0.64731395,1.0769731,1.10761,0.9178453,1.0951865,1.1515219,0.89241195,0.9021783,1.1750984,0.5525652,1.1591667,1.2071797,1.0720431,1.2231288,1.2620765,1.1802912,1.1757572,1.1741794,1.0948596,0.72328854,0.30839026,0.12892574,1.2615616,1.0121089,1.01211,0.5746353,1.2466475,1.3467717,1.1887084,0.97961915,0.27780616,0.89798,0.71413976,1.2497647,1.0075804,1.056509,1.1130803,0.79080844,1.1274632,0.99655575,1.0451669,1.2381831,1.1568261,1.1823566,0.8173821,1.0965261,0.40806794,1.047633,1.0554088,1.0646565,1.0383188,0.97587883,1.162286,1.1997805,1.1512058,1.1666421,1.3630599,1.0832864,1.0963583,1.0508035,1.0788544,0.84082365,0.82426584,1.0038875,1.2245946,1.0561297,1.1209651,0.95253706,1.1692107,1.1969849,1.2717891,1.2581913,1.08349,0.8297977,1.1288971,1.346039,1.116031,0.0,0.7213193,1.1012392,1.277111,1.223041
tray,1.0463113,1.0555587,0.90364414,0.9796444,1.2041843,1.1044602,0.8563052,0.8963928,1.2347598,1.0475829,1.0701308,1.090721,0.9445983,1.1521581,0.4594924,1.1817722,1.1941515,0.7076163,0.94015163,1.2190595,1.0603514,1.1313702,1.223904,0.8989033,1.1060113,1.2602639,1.2182856,0.9587012,0.90768033,0.9544951,1.1995041,1.0736461,1.1626945,0.49171656,0.8365611,0.73401093,1.2493551,0.90684587,1.1310672,0.5562442,1.1165999,1.0708485,1.1677172,1.0764465,0.71121967,0.6266388,1.1437963,1.0904326,1.127535,0.81163025,0.9800564,1.0516348,1.2161409,0.9312189,1.0057279,1.2694136,1.0268447,1.0293204,1.0554129,1.0129206,0.91226244,1.108016,1.1174506,1.232643,1.1777693,1.159179,0.9598057,1.1723602,1.239012,1.2203864,1.103593,1.0661716,1.1060452,1.1418183,1.2166663,1.0236307,1.1235164,1.1468713,1.1790515,1.3011426,0.8810515,1.1203115,1.1088454,1.1153246,1.097591,1.1423836,1.1225336,0.58080906,1.146601,1.1241417,1.0261297,0.7213193,0.0,1.2566216,1.1961021,1.0487945
vacuum,1.1634793,0.9794788,1.1627903,1.0934081,0.73413396,1.0018091,1.2625422,1.2451447,0.71943474,0.98646516,1.1889763,0.7675562,1.2431169,0.7618768,1.2452917,0.6563685,0.86002904,1.2411945,1.2742741,0.59084255,1.0802753,0.8480567,0.47485125,0.9722425,1.0008043,0.5429837,0.95226324,1.0410602,1.1093203,1.269856,0.5604044,1.0088195,0.64680624,1.1905582,1.195702,1.1199459,0.55816907,0.9644863,0.6927233,1.1944098,1.0032321,0.991126,1.1087048,1.1312051,1.1432267,1.3708531,0.8835653,0.6632631,0.9836087,1.2296728,1.2204732,0.63123405,0.43843472,1.0004381,1.1965312,0.8689485,0.9517924,1.1082362,1.0789431,1.2098055,1.0354011,1.1342063,1.2850416,1.0423131,0.6792651,0.6984516,1.1215829,0.9857042,0.51762486,0.6396018,1.023306,1.1998185,1.1006327,1.012857,0.62780726,1.1526927,0.9427625,0.72274643,0.79918724,0.68404603,1.2496974,0.82497805,1.1654865,0.74365723,0.8801666,0.9710423,1.1194277,1.3188839,0.96239555,0.8721913,1.3308645,1.1012392,1.2566216,0.0,0.7095895,1.0158652
watch,1.0889503,0.8926601,1.2509005,1.1037246,0.6025497,1.2627189,1.0982801,1.1570574,0.46836954,1.0281569,1.2351981,0.8952108,1.1839725,1.1092744,1.1534061,0.53956664,0.8158624,1.4332609,1.2650168,0.7317908,1.3765008,0.99472433,0.7316289,1.104616,1.0852802,0.86086917,0.81718206,1.2362114,1.1423405,1.1590283,0.49109125,1.2545927,0.8530749,1.2565627,1.302678,1.1912496,0.8533859,0.855773,0.5364144,1.088248,0.5688553,0.55983335,1.0532801,1.2390232,1.1978593,1.1980164,0.96206117,0.6978818,0.9963964,1.173866,1.0181507,0.5964432,0.5079093,1.0232979,1.3292003,0.7519098,1.1917711,0.9552708,1.3306482,1.1388261,1.2777891,1.1826853,1.1116664,0.809093,0.5374234,1.1231675,1.0238605,0.68093944,0.39620292,0.47868574,0.83077836,1.0852897,1.1799031,0.9584786,1.0065949,1.0798854,1.1743001,1.220026,0.90890056,0.7616794,1.1116058,0.99567705,1.1676584,0.5742461,0.43909478,0.81548125,1.0962267,1.3230469,0.6478045,0.41813725,1.1958518,1.277111,1.1961021,0.7095895,0.0,1.1220179
window,1.016753,1.3157086,1.1487924,1.0603572,1.2582463,0.8726038,0.65430033,0.73461425,0.95073086,0.6862367,0.96752965,1.1209677,0.85167855,1.0426502,1.0527763,1.0701392,1.2113012,0.8574257,1.0734991,0.93637264,1.0458794,1.0963049,1.0568762,1.0375293,0.9334606,0.8149278,0.9742956,0.7482239,0.71432006,1.0306445,1.144007,0.5362222,1.1119734,1.0025611,1.0969334,1.203755,0.5706635,1.0696722,1.2652078,1.160517,1.104793,0.91593915,0.8906577,1.1222311,1.1603142,0.99150354,1.2174573,1.1232158,1.0060506,0.9078628,0.9753501,1.26915,1.2020175,0.9321177,0.98157036,1.1764139,0.5951607,0.61205316,0.9879345,0.9595595,1.1257908,1.0231816,0.97891176,0.9884233,1.3163571,0.9330584,0.90908515,1.0415655,1.1848638,1.1209345,0.718656,0.8798354,0.8245671,0.9691176,1.0089469,1.2158921,1.1590466,0.7632649,1.0090785,1.2788473,0.9210561,1.0099331,1.0500665,0.98309976,1.1684644,1.1307328,1.1048224,0.95781785,1.1770587,1.0305521,0.94869095,1.223041,1.0487945,1.0158652,1.1220179,0.0
